,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
143290,201501220077,2015,1,21,,0,,214,Ukraine,9,Eastern Europe,Luhansk,Novotoshkivske,48.724888,38.631035,1.0,0,,"01/21/2015: Assailants fired projectiles that landed and detonated in Novotoshkivske town, Luhansk oblast, Ukraine. There were no reported casualties from the attack. This was one of two attacks on or near the town on this day. No group claimed responsibility for the incident.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Novotoshkivske Town,Town,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Artillery was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,An unknown number of buildings were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Ukrainian army admits retreat from 31st roadblock near Luhansk,"" Interfax-Ukraine, January 21, 2015.","""Ukrainian military, rebels report casualties in Donetsk shellings,"" 5 Kanal Television, January 22, 2015.",,START Primary Collection,-9,-9,0,-9,"201501210078, 201501220077"
143319,201501230052,2015,1,23,2015-01-23 00:00:00,0,,214,Ukraine,9,Eastern Europe,Luhansk,Shchastya,48.736645,39.226653999999996,1.0,0,,"01/23/2015: Assailants fired projectiles at the thermal power plant in Shchastya, Luhansk oblast, Ukraine. There were no reported casualties, but the plant was damaged in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,21,Utilities,107.0,Electricity,Unknown,Thermal Power Plant,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Artillery was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,A thermal power plant was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""15:56Moskal: Ukrainian-controlled parts of Luhansk region without power,"" UNIAN, January 23, 2015.",,,START Primary Collection,-9,-9,0,-9,
143326,201501230074,2015,1,23,2015-01-23 00:00:00,0,,214,Ukraine,9,Eastern Europe,Luhansk,Valuyske,48.663235,39.530848999999996,1.0,0,,"01/23/2015: Assailants fired rockets at houses in Valuyske town, Luhansk oblast, Ukraine. There were no reported casualties, but seven homes and a nursing home were damaged. No group claimed responsibility for the attack; however, sources attributed it to the Luhansk People's Republic.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Residences,214.0,Ukraine,,,,,,,,,,,,,,,,,Luhansk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Grad rockets were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Seven houses and a  nursing home were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Rebels bomb a nursing home in Lugansk,"" InterpressNews, January 23, 2015.",,,START Primary Collection,0,1,0,1,
143365,201501240081,2015,1,24,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Mariupol,47.117252,37.572659,1.0,0,,"01/24/2015: Assailants fired rockets that landed and detonated in Mariupol city, Donetsk oblast, Ukraine. At least 30 people were killed and 95 were wounded in the attack. The Donetsk People's Republic claimed responsibility for the incident; however, the group later denied involvement.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Residential Area,214.0,Ukraine,14.0,Private Citizens & Property,74.0,Marketplace/Plaza/Square,Unknown,Market,214.0,Ukraine,4.0,Military,36.0,Military Checkpoint,Armed Forces of Ukraine,Checkpoint,214.0,Ukraine,Donetsk People's Republic,,,,,,,1.0,,,0,-99.0,0.0,1.0,8.0,Personal claim,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Grad rockets were used in the attack.,30.0,0.0,0.0,95.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,"A market, schools, houses, and shops were damaged in this attack.",0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""27 Are Killed by   Rockets   in Ukraine,"" The New York Times, January 25, 2015.","""Rebels kill 30 with rockets in Ukraine's east,"" Asian Age, January 26, 2015.","""Rockets kill 30 in east Ukraine,"" Denver Post, January 25, 2015.",START Primary Collection,0,1,0,1,
143370,201501240096,2015,1,24,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Nikishyne,48.240883000000004,38.525669,1.0,1,,"01/24/2015: Assailants attacked Ukrainian soldiers near Nikishyne town, Donetsk oblast, Ukraine. This was one of nine similar attacks on Ukrainian soldiers on this day. At least 110 assailants were killed and 90 were wounded across the attacks. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,1.0,1,0,9,Unknown,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,13.0,0.0,13.0,10.0,0.0,10.0,1,4.0,Unknown,-99.0,Unspecified military equipment was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here. Casualty numbers for this incident represent an equal division of a cumulative total of killed and wounded across incidents 201501240096, 201501240097, 201501240098, 201501240099, 201501240100, 201501240101, 201501240102, 201501240103, and 201501240104.","""Ukrainian defence minister reports troops reinforcement in east regions,"" UNIAN, January 25, 2015.","""Ukraine, militants report intensive fighting in eastern regions,"" Interfax-Ukraine, January 25, 2015.",,START Primary Collection,0,1,0,1,"201501240096, 201501240097, 201501240098, 201501240099, 201501240100, 201501240101, 201501240102, 201501240103, 201501240104"
143371,201501240097,2015,1,24,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Ridkodub,49.18398,37.80042,1.0,1,,"01/24/2015: Assailants attacked Ukrainian soldiers near Ridkodub town, Donetsk oblast, Ukraine. This was one of nine similar attacks on Ukrainian soldiers on this day. At least 110 assailants were killed and 90 were wounded across the attacks. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,1.0,1,0,9,Unknown,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,13.0,0.0,13.0,10.0,0.0,10.0,1,4.0,Unknown,-99.0,Unspecified military equipment was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here. Casualty numbers for this incident represent an equal division of a cumulative total of killed and wounded across incidents 201501240096, 201501240097, 201501240098, 201501240099, 201501240100, 201501240101, 201501240102, 201501240103, and 201501240104.","""Ukrainian defence minister reports troops reinforcement in east regions,"" UNIAN, January 25, 2015.",,,START Primary Collection,0,1,0,1,"201501240096, 201501240097, 201501240098, 201501240099, 201501240100, 201501240101, 201501240102, 201501240103, 201501240104"
143372,201501240098,2015,1,24,,0,,214,Ukraine,9,Eastern Europe,Luhansk,Novozvanivka,48.58381,38.357236,1.0,1,,"01/24/2015: Assailants attacked Ukrainian soldiers near Novozvanivka town, Luhansk oblast, Ukraine. This was one of nine similar attacks on Ukrainian soldiers on this day. At least 110 assailants were killed and 90 were wounded across the attacks. No group claimed responsibility for the incident; however, sources attributed it to the Luhansk People's Republic.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,1.0,1,0,9,Unknown,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,214.0,Ukraine,,,,,,,,,,,,,,,,,Luhansk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,12.0,0.0,12.0,10.0,0.0,10.0,1,4.0,Unknown,-99.0,Unspecified military equipment was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here. Casualty numbers for this incident represent an equal division of a cumulative total of killed and wounded across incidents 201501240096, 201501240097, 201501240098, 201501240099, 201501240100, 201501240101, 201501240102, 201501240103, and 201501240104.","""Ukrainian defence minister reports troops reinforcement in east regions,"" UNIAN, January 25, 2015.",,,START Primary Collection,0,1,0,1,"201501240096, 201501240097, 201501240098, 201501240099, 201501240100, 201501240101, 201501240102, 201501240103, 201501240104"
143373,201501240099,2015,1,24,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Novohryhorivka,48.365916999999996,38.417965,1.0,1,,"01/24/2015: Assailants attacked Ukrainian soldiers near Novohryhorivka town, Donetsk oblast, Ukraine. This was one of nine similar attacks on Ukrainian soldiers on this day. At least 110 assailants were killed and 90 were wounded across the attacks. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,1.0,1,0,9,Unknown,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,12.0,0.0,12.0,10.0,0.0,10.0,1,4.0,Unknown,-99.0,Unspecified military equipment was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here. Casualty numbers for this incident represent an equal division of a cumulative total of killed and wounded across incidents 201501240096, 201501240097, 201501240098, 201501240099, 201501240100, 201501240101, 201501240102, 201501240103, and 201501240104.","""Ukrainian defence minister reports troops reinforcement in east regions,"" UNIAN, January 25, 2015.",,,START Primary Collection,0,1,0,1,"201501240096, 201501240097, 201501240098, 201501240099, 201501240100, 201501240101, 201501240102, 201501240103, 201501240104"
143374,201501240100,2015,1,24,,0,,214,Ukraine,9,Eastern Europe,Luhansk,Popasna,48.635265000000004,38.380325,1.0,1,,"01/24/2015: Assailants attacked Ukrainian soldiers near Popasna town, Luhansk oblast, Ukraine. This was one of nine similar attacks on Ukrainian soldiers on this day. At least 110 assailants were killed and 90 were wounded across the attacks. No group claimed responsibility for the incident; however, sources attributed it to the Luhansk People's Republic.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,1.0,1,0,9,Unknown,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,214.0,Ukraine,,,,,,,,,,,,,,,,,Luhansk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,12.0,0.0,12.0,10.0,0.0,10.0,1,4.0,Unknown,-99.0,Unspecified military equipment was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here. Casualty numbers for this incident represent an equal division of a cumulative total of killed and wounded across incidents 201501240096, 201501240097, 201501240098, 201501240099, 201501240100, 201501240101, 201501240102, 201501240103, and 201501240104.","""Ukrainian defence minister reports troops reinforcement in east regions,"" UNIAN, January 25, 2015.",,,START Primary Collection,0,1,0,1,"201501240096, 201501240097, 201501240098, 201501240099, 201501240100, 201501240101, 201501240102, 201501240103, 201501240104"
143375,201501240101,2015,1,24,,0,,214,Ukraine,9,Eastern Europe,Luhansk,Novotoshkivske,48.724888,38.631035,1.0,1,,"01/24/2015: Assailants attacked a Ukrainian military checkpoint near Novotoshkivske town, Luhansk oblast, Ukraine. This was one of nine similar attacks on Ukrainian soldiers on this day. At least 110 assailants were killed and 90 were wounded across the attacks. No group claimed responsibility for the incident; however, sources attributed it to the Luhansk People's Republic.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,1.0,1,0,9,Unknown,,,,,4,Military,36.0,Military Checkpoint,Armed Forces of Ukraine,Checkpoint No. 29,214.0,Ukraine,,,,,,,,,,,,,,,,,Luhansk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,12.0,0.0,12.0,10.0,0.0,10.0,1,4.0,Unknown,-99.0,Unspecified military equipment was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here. Casualty numbers for this incident represent an equal division of a cumulative total of killed and wounded across incidents 201501240096, 201501240097, 201501240098, 201501240099, 201501240100, 201501240101, 201501240102, 201501240103, and 201501240104.","""Ukrainian defence minister reports troops reinforcement in east regions,"" UNIAN, January 25, 2015.",,,START Primary Collection,0,1,0,1,"201501240096, 201501240097, 201501240098, 201501240099, 201501240100, 201501240101, 201501240102, 201501240103, 201501240104"
143376,201501240102,2015,1,24,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Vodyane,48.098675,37.663422,1.0,1,,"01/24/2015: Assailants attacked Ukrainian soldiers near the Vodyane town, Donetsk oblast, Ukraine. This was one of nine similar attacks on Ukrainian soldiers on this day. At least 110 assailants were killed and 90 were wounded across the attacks. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,1.0,1,0,9,Unknown,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,12.0,0.0,12.0,10.0,0.0,10.0,1,4.0,Unknown,-99.0,Unspecified military equipment was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here. Casualty numbers for this incident represent an equal division of a cumulative total of killed and wounded across incidents 201501240096, 201501240097, 201501240098, 201501240099, 201501240100, 201501240101, 201501240102, 201501240103, and 201501240104.","""Ukrainian defence minister reports troops reinforcement in east regions,"" UNIAN, January 25, 2015.",,,START Primary Collection,0,1,0,1,"201501240096, 201501240097, 201501240098, 201501240099, 201501240100, 201501240101, 201501240102, 201501240103, 201501240104"
143377,201501240103,2015,1,24,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Opytne,48.363186,37.891921999999994,1.0,1,,"01/24/2015: Assailants attacked Ukrainian soldiers near Opytne town, Donetsk oblast, Ukraine. This was one of nine similar attacks on Ukrainian soldiers on this day. At least 110 assailants were killed and 90 were wounded across the attacks. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,1.0,1,0,9,Unknown,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,12.0,0.0,12.0,10.0,0.0,10.0,1,4.0,Unknown,-99.0,Unspecified military equipment was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here. Casualty numbers for this incident represent an equal division of a cumulative total of killed and wounded across incidents 201501240096, 201501240097, 201501240098, 201501240099, 201501240100, 201501240101, 201501240102, 201501240103, and 201501240104.","""Ukrainian defence minister reports troops reinforcement in east regions,"" UNIAN, January 25, 2015.",,,START Primary Collection,0,1,0,1,"201501240096, 201501240097, 201501240098, 201501240099, 201501240100, 201501240101, 201501240102, 201501240103, 201501240104"
143378,201501240104,2015,1,24,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Marinka,47.942608,37.505134999999996,1.0,1,,"01/24/2015: Assailants attacked Ukrainian soldiers near Marinka town, Donetsk oblast, Ukraine. This was one of nine similar attacks on Ukrainian soldiers on this day. At least 110 assailants were killed and 90 were wounded across the attacks. No group claimed responsibility for the incident; however, sources attributed it to the Donetsk People's Republic.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,1.0,1,0,9,Unknown,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,12.0,0.0,12.0,10.0,0.0,10.0,1,4.0,Unknown,-99.0,Unspecified military equipment was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here. Casualty numbers for this incident represent an equal division of a cumulative total of killed and wounded across incidents 201501240096, 201501240097, 201501240098, 201501240099, 201501240100, 201501240101, 201501240102, 201501240103, and 201501240104.","""Ukrainian defence minister reports troops reinforcement in east regions,"" UNIAN, January 25, 2015.",,,START Primary Collection,0,1,0,1,"201501240096, 201501240097, 201501240098, 201501240099, 201501240100, 201501240101, 201501240102, 201501240103, 201501240104"
143498,201501260077,2015,1,27,,0,,214,Ukraine,9,Eastern Europe,Kiev,Kiev,50.479274,30.46055,1.0,0,The incident occurred in the Babyn Yar Park of the city.,"01/27/2015: Assailants set fire to a church in Babyn Yar Park in Kiev city, Kiev oblast, Ukraine. There were no reported casualties, although the church was damaged in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to a Ukrainian nationalist group.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Unknown,Orthodox Church,214.0,Ukraine,,,,,,,,,,,,,,,,,Ukrainian nationalists,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A church was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Russian Orthodox Church concerned about church arsons in Ukraine,"" Interfax, January 28, 2015.","""Russia calls for inquiry into Babi Yar church arson,"" Interfax, January 26, 2015.","""Orthodox church set on fire in Ukraine's capital,"" Itar Tass, January 27, 2015.",START Primary Collection,0,0,0,0,
143500,201501260081,2015,1,28,"January 25-31, 2015",0,,214,Ukraine,9,Eastern Europe,Donetsk,Svitlodarsk,48.434017,38.221252,1.0,0,,"01/00/2015: Assailants fired explosive devices at Svitlodarsk town, Donetsk oblast, Ukraine. There were no reported casualties; however, gas pipelines and electricity towers were destroyed in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,21,Utilities,106.0,Gas,Unknown,Gas Pipelines,214.0,Ukraine,21.0,Utilities,107.0,Electricity,Unknown,Power Towers,214.0,Ukraine,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,An unknown number of gas pipelines and electricity towers were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Artillery fire kills at least 12 civilians in Donetsk,"" TruthDive, January 31, 2015.",,,START Primary Collection,-9,-9,0,-9,
143502,201501260083,2015,1,26,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Donetsk,47.981646999999995,37.762325,1.0,0,The incident occurred in the Kievski neighborhood of the city.,"01/26/2015: Assailants fired projectiles at an electricity substation in Kievski neighborhood, Donetsk city, Donetsk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,1.0,5.0,State Actors,0.0,1,0,3,Bombing/Explosion,,,,,21,Utilities,107.0,Electricity,Unknown,Power Substation,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Mortars were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,An electricity station was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"There is doubt that this incident meets terrorism-related criteria, given that sources suspected that the incident may have been carried out by the Ukrainian military.","""Ukraine: 500 miners trapped after shell blast,"" Channel 4, January 26, 2015.","""Hundreds of miners 'trapped underground after mortar   attack   in Ukraine',"" standard.co.uk, January 26, 2015.",,START Primary Collection,-9,-9,0,-9,
143503,201501260084,2015,1,26,,0,,214,Ukraine,9,Eastern Europe,Luhansk,Stanytsia Luhanska,48.660713,39.470314,1.0,0,The incident occurred in the Stara Kondrashivka neighborhood of the city.,"01/26/2015: Assailants fired projectiles that landed and detonated in Stanytsia Luhanska, Luhansk oblast, Ukraine. Two people were killed in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Stara Kondrashivka Neighborhood,Neighborhood,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Grad rockets were used in the attack.,2.0,0.0,0.0,0.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Ukrainian official says two killed by shelling,   militants   claim advances in East,"" BBC Monitoring Kiev Unit Supplied by BBC Worldwide Monitoring, January 26, 2015.",,,START Primary Collection,-9,-9,0,-9,
143504,201501260085,2015,1,26,,0,,214,Ukraine,9,Eastern Europe,Luhansk,Artema,48.78764,39.307635999999995,1.0,0,,"01/26/2015: Assailants fired projectiles that landed and detonated in Artema town, Luhansk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Artema Town,Town,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Grad rockets were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Ukrainian official says two killed by shelling,   militants   claim advances in East,"" BBC Monitoring Kiev Unit Supplied by BBC Worldwide Monitoring, January 26, 2015.",,,START Primary Collection,-9,-9,0,-9,
143552,201501270065,2015,1,27,2015-01-27 00:00:00,0,,214,Ukraine,9,Eastern Europe,Donetsk,Svitlodarsk,48.434017,38.221252,1.0,0,,"01/27/2015: Assailants launched rockets at a hospital in Svitlodarsk town, Donetsk oblast, Ukraine. A nurse was killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Donetsk People's Republic.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,1,Business,6.0,Medical/Pharmaceutical,Unknown,Hospital,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Grad rockets were used in the attack.,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A hospital was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""7 dead as violence continues in Ukraine's east,"" Philippines News Agency, January 29, 2015.","""Kremlin-backed insurgents shell hospital near Debaltseve, nurse killed,"" KPNews.com, January 27, 2015.",,START Primary Collection,0,1,0,1,
143553,201501270066,2015,1,27,,0,,214,Ukraine,9,Eastern Europe,Luhansk,Shchastya,48.736645,39.226653999999996,1.0,0,,"01/27/2015: Assailants fired projectiles that landed and detonated in Shchastya town, Luhansk oblast, Ukraine. Four civilians were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Luhansk People's Republic.",1,1,1,1.0,5.0,State Actors,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Shchastya Town,Town,214.0,Ukraine,,,,,,,,,,,,,,,,,Luhansk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Artillery was used in the attack.,0.0,0.0,0.0,4.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"There is doubt that this incident meets terrorism-related criteria, given that sources suspected that the incident may have been carried out by the Ukrainian military.","""23 killed in escalating fighting in E. Ukraine,"" Philippines News Agency, January 28, 2015.",,,START Primary Collection,0,1,0,1,
